ti;t;Vi;V
0.0481;0.0081;6.80E-01;1.85E-01
0.0482;0.0082;6.80E-01;1.85E-01
0.0483;0.0083;7.20E-01;1.96E-01
0.0484;0.0084;7.20E-01;1.96E-01
0.0485;0.0085;7.60E-01;2.07E-01
0.0486;0.0086;7.60E-01;2.07E-01
0.0487;0.0087;8.00E-01;2.17E-01
0.0488;0.0088;8.00E-01;2.17E-01
0.0489;0.0089;8.40E-01;2.28E-01
0.049;0.009;8.40E-01;2.28E-01
0.0491;0.0091;8.40E-01;2.28E-01
0.0492;0.0092;8.80E-01;2.39E-01
0.0493;0.0093;8.80E-01;2.39E-01
0.0494;0.0094;8.80E-01;2.39E-01
0.0495;0.0095;9.60E-01;2.61E-01
0.0496;0.0096;9.60E-01;2.61E-01
0.0497;0.0097;9.60E-01;2.61E-01
0.0498;0.0098;9.60E-01;2.61E-01
0.0499;0.0099;1.00E+00;2.72E-01
0.05;0.01;1.04E+00;2.83E-01
0.0501;0.0101;1.04E+00;2.83E-01
0.0502;0.0102;1.08E+00;2.93E-01
0.0503;0.0103;1.08E+00;2.93E-01
0.0504;0.0104;1.08E+00;2.93E-01
0.0505;0.0105;1.12E+00;3.04E-01
0.0506;0.0106;1.16E+00;3.15E-01
0.0507;0.0107;1.16E+00;3.15E-01
0.0508;0.0108;1.16E+00;3.15E-01
0.0509;0.0109;1.20E+00;3.26E-01
0.051;0.011;1.24E+00;3.37E-01
0.0511;0.0111;1.24E+00;3.37E-01
0.0512;0.0112;1.28E+00;3.48E-01
0.0513;0.0113;1.28E+00;3.48E-01
0.0514;0.0114;1.28E+00;3.48E-01
0.0515;0.0115;1.32E+00;3.59E-01
0.0516;0.0116;1.32E+00;3.59E-01
0.0517;0.0117;1.32E+00;3.59E-01
0.0518;0.0118;1.36E+00;3.70E-01
0.0519;0.0119;1.36E+00;3.70E-01
0.052;0.012;1.36E+00;3.70E-01
0.0521;0.0121;1.40E+00;3.80E-01
0.0522;0.0122;1.40E+00;3.80E-01
0.0523;0.0123;1.48E+00;4.02E-01
0.0524;0.0124;1.44E+00;3.91E-01
0.0525;0.0125;1.44E+00;3.91E-01
0.0526;0.0126;1.48E+00;4.02E-01
0.0527;0.0127;1.48E+00;4.02E-01
0.0528;0.0128;1.52E+00;4.13E-01
0.0529;0.0129;1.48E+00;4.02E-01
0.053;0.013;1.52E+00;4.13E-01
0.0531;0.0131;1.52E+00;4.13E-01
0.0532;0.0132;1.56E+00;4.24E-01
0.0533;0.0133;1.56E+00;4.24E-01
0.0534;0.0134;1.64E+00;4.46E-01
0.0535;0.0135;1.68E+00;4.57E-01
0.0536;0.0136;1.64E+00;4.46E-01
0.0537;0.0137;1.72E+00;4.67E-01
0.0538;0.0138;1.72E+00;4.67E-01
0.0539;0.0139;1.72E+00;4.67E-01
0.054;0.014;1.76E+00;4.78E-01
0.0541;0.0141;1.80E+00;4.89E-01
0.0542;0.0142;1.80E+00;4.89E-01
0.0543;0.0143;1.80E+00;4.89E-01
0.0544;0.0144;1.84E+00;5.00E-01
0.0545;0.0145;1.88E+00;5.11E-01
0.0546;0.0146;1.88E+00;5.11E-01
0.0547;0.0147;1.92E+00;5.22E-01
0.0548;0.0148;1.92E+00;5.22E-01
0.0549;0.0149;1.96E+00;5.33E-01
0.055;0.015;1.96E+00;5.33E-01
0.0551;0.0151;2.00E+00;5.43E-01
0.0552;0.0152;2.00E+00;5.43E-01
0.0553;0.0153;2.00E+00;5.43E-01
0.0554;0.0154;2.00E+00;5.43E-01
0.0555;0.0155;2.08E+00;5.65E-01
0.0556;0.0156;2.08E+00;5.65E-01
0.0557;0.0157;2.12E+00;5.76E-01
0.0558;0.0158;2.12E+00;5.76E-01
0.0559;0.0159;2.12E+00;5.76E-01
0.056;0.016;2.12E+00;5.76E-01
0.0561;0.0161;2.16E+00;5.87E-01
0.0562;0.0162;2.20E+00;5.98E-01
0.0563;0.0163;2.20E+00;5.98E-01
0.0564;0.0164;2.20E+00;5.98E-01
0.0565;0.0165;2.28E+00;6.20E-01
0.0566;0.0166;2.28E+00;6.20E-01
0.0567;0.0167;2.28E+00;6.20E-01
0.0568;0.0168;2.32E+00;6.30E-01
0.0569;0.0169;2.32E+00;6.30E-01
0.057;0.017;2.32E+00;6.30E-01
0.0571;0.0171;2.36E+00;6.41E-01
0.0572;0.0172;2.36E+00;6.41E-01
0.0573;0.0173;2.36E+00;6.41E-01
0.0574;0.0174;2.40E+00;6.52E-01
0.0575;0.0175;2.40E+00;6.52E-01
0.0576;0.0176;2.44E+00;6.63E-01
0.0577;0.0177;2.44E+00;6.63E-01
0.0578;0.0178;2.48E+00;6.74E-01
0.0579;0.0179;2.48E+00;6.74E-01
0.058;0.018;2.52E+00;6.85E-01
0.0581;0.0181;2.52E+00;6.85E-01
0.0582;0.0182;2.56E+00;6.96E-01
0.0583;0.0183;2.56E+00;6.96E-01
0.0584;0.0184;2.56E+00;6.96E-01
0.0585;0.0185;2.60E+00;7.07E-01
0.0586;0.0186;2.60E+00;7.07E-01
0.0587;0.0187;2.60E+00;7.07E-01
0.0588;0.0188;2.64E+00;7.17E-01
0.0589;0.0189;2.64E+00;7.17E-01
0.059;0.019;2.68E+00;7.28E-01
0.0591;0.0191;2.68E+00;7.28E-01
0.0592;0.0192;2.68E+00;7.28E-01
0.0593;0.0193;2.72E+00;7.39E-01
0.0594;0.0194;2.72E+00;7.39E-01
0.0595;0.0195;2.72E+00;7.39E-01
0.0596;0.0196;2.76E+00;7.50E-01
0.0597;0.0197;2.76E+00;7.50E-01
0.0598;0.0198;2.80E+00;7.61E-01
0.0599;0.0199;2.80E+00;7.61E-01
0.06;0.02;2.80E+00;7.61E-01
0.0601;0.0201;2.84E+00;7.72E-01
0.0602;0.0202;2.88E+00;7.83E-01
0.0603;0.0203;2.88E+00;7.83E-01
0.0604;0.0204;2.88E+00;7.83E-01
0.0605;0.0205;2.88E+00;7.83E-01
0.0606;0.0206;2.92E+00;7.93E-01
0.0607;0.0207;2.92E+00;7.93E-01
0.0608;0.0208;2.92E+00;7.93E-01
0.0609;0.0209;2.92E+00;7.93E-01
0.061;0.021;2.96E+00;8.04E-01
0.0611;0.0211;2.96E+00;8.04E-01
0.0612;0.0212;3.00E+00;8.15E-01
0.0613;0.0213;3.00E+00;8.15E-01
0.0614;0.0214;3.00E+00;8.15E-01
0.0615;0.0215;3.00E+00;8.15E-01
0.0616;0.0216;3.04E+00;8.26E-01
0.0617;0.0217;3.04E+00;8.26E-01
0.0618;0.0218;3.04E+00;8.26E-01
0.0619;0.0219;3.08E+00;8.37E-01
0.062;0.022;3.08E+00;8.37E-01
0.0621;0.0221;3.08E+00;8.37E-01
0.0622;0.0222;3.08E+00;8.37E-01
0.0623;0.0223;3.12E+00;8.48E-01
0.0624;0.0224;3.12E+00;8.48E-01
0.0625;0.0225;3.16E+00;8.59E-01
0.0626;0.0226;3.16E+00;8.59E-01
0.0627;0.0227;3.16E+00;8.59E-01
0.0628;0.0228;3.20E+00;8.70E-01
0.0629;0.0229;3.20E+00;8.70E-01
0.063;0.023;3.20E+00;8.70E-01
0.0631;0.0231;3.24E+00;8.80E-01
0.0632;0.0232;3.24E+00;8.80E-01
0.0633;0.0233;3.24E+00;8.80E-01
0.0634;0.0234;3.24E+00;8.80E-01
0.0635;0.0235;3.28E+00;8.91E-01
0.0636;0.0236;3.28E+00;8.91E-01
0.0637;0.0237;3.28E+00;8.91E-01
0.0638;0.0238;3.28E+00;8.91E-01
0.0639;0.0239;3.28E+00;8.91E-01
0.064;0.024;3.32E+00;9.02E-01
0.0641;0.0241;3.32E+00;9.02E-01
0.0642;0.0242;3.32E+00;9.02E-01
0.0643;0.0243;3.36E+00;9.13E-01
0.0644;0.0244;3.40E+00;9.24E-01
0.0645;0.0245;3.40E+00;9.24E-01
0.0646;0.0246;3.40E+00;9.24E-01
0.0647;0.0247;3.40E+00;9.24E-01
0.0648;0.0248;3.40E+00;9.24E-01
0.0649;0.0249;3.40E+00;9.24E-01
0.065;0.025;3.40E+00;9.24E-01
0.0651;0.0251;3.40E+00;9.24E-01
0.0652;0.0252;3.40E+00;9.24E-01
0.0653;0.0253;3.44E+00;9.35E-01
0.0654;0.0254;3.48E+00;9.46E-01
0.0655;0.0255;3.48E+00;9.46E-01
0.0656;0.0256;3.48E+00;9.46E-01
0.0657;0.0257;3.48E+00;9.46E-01
0.0658;0.0258;3.48E+00;9.46E-01
0.0659;0.0259;3.48E+00;9.46E-01
0.066;0.026;3.48E+00;9.46E-01
0.0661;0.0261;3.48E+00;9.46E-01
0.0662;0.0262;3.52E+00;9.57E-01
0.0663;0.0263;3.52E+00;9.57E-01
0.0664;0.0264;3.52E+00;9.57E-01
0.0665;0.0265;3.52E+00;9.57E-01
0.0666;0.0266;3.52E+00;9.57E-01
0.0667;0.0267;3.56E+00;9.67E-01
0.0668;0.0268;3.56E+00;9.67E-01
0.0669;0.0269;3.56E+00;9.67E-01
0.067;0.027;3.60E+00;9.78E-01
0.0671;0.0271;3.56E+00;9.67E-01
0.0672;0.0272;3.60E+00;9.78E-01
0.0673;0.0273;3.60E+00;9.78E-01
0.0674;0.0274;3.60E+00;9.78E-01
0.0675;0.0275;3.60E+00;9.78E-01
0.0676;0.0276;3.60E+00;9.78E-01
0.0677;0.0277;3.64E+00;9.89E-01
0.0678;0.0278;3.64E+00;9.89E-01
0.0679;0.0279;3.64E+00;9.89E-01
0.068;0.028;3.68E+00;1.00E+00
0.0681;0.0281;3.68E+00;1.00E+00
0.0682;0.0282;3.64E+00;9.89E-01
0.0683;0.0283;3.68E+00;1.00E+00
0.0684;0.0284;3.68E+00;1.00E+00
0.0685;0.0285;3.68E+00;1.00E+00
0.0686;0.0286;3.72E+00;1.01E+00
0.0687;0.0287;3.68E+00;1.00E+00
0.0688;0.0288;3.72E+00;1.01E+00
0.0689;0.0289;3.68E+00;1.00E+00
0.069;0.029;3.72E+00;1.01E+00
0.0691;0.0291;3.68E+00;1.00E+00
0.0692;0.0292;3.72E+00;1.01E+00
0.0693;0.0293;3.72E+00;1.01E+00
0.0694;0.0294;3.72E+00;1.01E+00
0.0695;0.0295;3.72E+00;1.01E+00
0.0696;0.0296;3.72E+00;1.01E+00
0.0697;0.0297;3.72E+00;1.01E+00
0.0698;0.0298;3.76E+00;1.02E+00
0.0699;0.0299;3.72E+00;1.01E+00
0.07;0.03;3.76E+00;1.02E+00
0.0701;0.0301;3.76E+00;1.02E+00
0.0702;0.0302;3.76E+00;1.02E+00
0.0703;0.0303;3.76E+00;1.02E+00
0.0704;0.0304;3.76E+00;1.02E+00
0.0705;0.0305;3.76E+00;1.02E+00
0.0706;0.0306;3.76E+00;1.02E+00
0.0707;0.0307;3.76E+00;1.02E+00
0.0708;0.0308;3.76E+00;1.02E+00
0.0709;0.0309;3.76E+00;1.02E+00
0.071;0.031;3.80E+00;1.03E+00
0.0711;0.0311;3.80E+00;1.03E+00
0.0712;0.0312;3.80E+00;1.03E+00
0.0713;0.0313;3.80E+00;1.03E+00
0.0714;0.0314;3.80E+00;1.03E+00
0.0715;0.0315;3.80E+00;1.03E+00
0.0716;0.0316;3.80E+00;1.03E+00
0.0717;0.0317;3.80E+00;1.03E+00
0.0718;0.0318;3.80E+00;1.03E+00
0.0719;0.0319;3.80E+00;1.03E+00
0.072;0.032;3.80E+00;1.03E+00
0.0721;0.0321;3.84E+00;1.04E+00
0.0722;0.0322;3.84E+00;1.04E+00
0.0723;0.0323;3.84E+00;1.04E+00
0.0724;0.0324;3.84E+00;1.04E+00
0.0725;0.0325;3.84E+00;1.04E+00
0.0726;0.0326;3.84E+00;1.04E+00
0.0727;0.0327;3.88E+00;1.05E+00
0.0728;0.0328;3.84E+00;1.04E+00
0.0729;0.0329;3.88E+00;1.05E+00
0.073;0.033;3.88E+00;1.05E+00
0.0731;0.0331;3.88E+00;1.05E+00
0.0732;0.0332;3.84E+00;1.04E+00
0.0733;0.0333;3.88E+00;1.05E+00
0.0734;0.0334;3.88E+00;1.05E+00
0.0735;0.0335;3.88E+00;1.05E+00
0.0736;0.0336;3.88E+00;1.05E+00
0.0737;0.0337;3.88E+00;1.05E+00
0.0738;0.0338;3.88E+00;1.05E+00
0.0739;0.0339;3.88E+00;1.05E+00
0.074;0.034;3.88E+00;1.05E+00
0.0741;0.0341;3.88E+00;1.05E+00
0.0742;0.0342;3.88E+00;1.05E+00
0.0743;0.0343;3.88E+00;1.05E+00
0.0744;0.0344;3.88E+00;1.05E+00
0.0745;0.0345;3.88E+00;1.05E+00
0.0746;0.0346;3.88E+00;1.05E+00
0.0747;0.0347;3.88E+00;1.05E+00
0.0748;0.0348;3.88E+00;1.05E+00
0.0749;0.0349;3.92E+00;1.07E+00
0.075;0.035;3.88E+00;1.05E+00
0.0751;0.0351;3.88E+00;1.05E+00
0.0752;0.0352;3.88E+00;1.05E+00
0.0753;0.0353;3.88E+00;1.05E+00
0.0754;0.0354;3.88E+00;1.05E+00
0.0755;0.0355;3.92E+00;1.07E+00
0.0756;0.0356;3.92E+00;1.07E+00
0.0757;0.0357;3.88E+00;1.05E+00
0.0758;0.0358;3.92E+00;1.07E+00
0.0759;0.0359;3.92E+00;1.07E+00
0.076;0.036;3.92E+00;1.07E+00
0.0761;0.0361;3.92E+00;1.07E+00
0.0762;0.0362;3.92E+00;1.07E+00
0.0763;0.0363;3.92E+00;1.07E+00
0.0764;0.0364;3.92E+00;1.07E+00
0.0765;0.0365;3.92E+00;1.07E+00
0.0766;0.0366;3.92E+00;1.07E+00
0.0767;0.0367;3.88E+00;1.05E+00
0.0768;0.0368;3.92E+00;1.07E+00
0.0769;0.0369;3.92E+00;1.07E+00
0.077;0.037;3.92E+00;1.07E+00
0.0771;0.0371;3.88E+00;1.05E+00
0.0772;0.0372;3.92E+00;1.07E+00
0.0773;0.0373;3.92E+00;1.07E+00
0.0774;0.0374;3.92E+00;1.07E+00
0.0775;0.0375;3.92E+00;1.07E+00
0.0776;0.0376;3.88E+00;1.05E+00
0.0777;0.0377;3.92E+00;1.07E+00
0.0778;0.0378;3.92E+00;1.07E+00
0.0779;0.0379;3.92E+00;1.07E+00
0.078;0.038;3.92E+00;1.07E+00
0.0781;0.0381;3.92E+00;1.07E+00
0.0782;0.0382;3.92E+00;1.07E+00
0.0783;0.0383;3.92E+00;1.07E+00
0.0784;0.0384;3.92E+00;1.07E+00
0.0785;0.0385;3.92E+00;1.07E+00
0.0786;0.0386;3.92E+00;1.07E+00
0.0787;0.0387;3.92E+00;1.07E+00
0.0788;0.0388;3.92E+00;1.07E+00
0.0789;0.0389;3.92E+00;1.07E+00
0.079;0.039;3.92E+00;1.07E+00
0.0791;0.0391;3.92E+00;1.07E+00
0.0792;0.0392;3.92E+00;1.07E+00
0.0793;0.0393;3.92E+00;1.07E+00
0.0794;0.0394;3.92E+00;1.07E+00
0.0795;0.0395;3.88E+00;1.05E+00
0.0796;0.0396;3.92E+00;1.07E+00
0.0797;0.0397;3.92E+00;1.07E+00
0.0798;0.0398;3.92E+00;1.07E+00
0.0799;0.0399;3.92E+00;1.07E+00
0.08;0.04;3.92E+00;1.07E+00
0.0801;0.0401;3.92E+00;1.07E+00
0.0802;0.0402;3.92E+00;1.07E+00
0.0803;0.0403;3.92E+00;1.07E+00
0.0804;0.0404;3.88E+00;1.05E+00
0.0805;0.0405;3.92E+00;1.07E+00
0.0806;0.0406;3.92E+00;1.07E+00
0.0807;0.0407;3.92E+00;1.07E+00
0.0808;0.0408;3.92E+00;1.07E+00
0.0809;0.0409;3.92E+00;1.07E+00
0.081;0.041;3.88E+00;1.05E+00
0.0811;0.0411;3.92E+00;1.07E+00
0.0812;0.0412;3.88E+00;1.05E+00
0.0813;0.0413;3.88E+00;1.05E+00
0.0814;0.0414;3.88E+00;1.05E+00
0.0815;0.0415;3.88E+00;1.05E+00
0.0816;0.0416;3.88E+00;1.05E+00
0.0817;0.0417;3.88E+00;1.05E+00
0.0818;0.0418;3.88E+00;1.05E+00
0.0819;0.0419;3.88E+00;1.05E+00
0.082;0.042;3.88E+00;1.05E+00
0.0821;0.0421;3.88E+00;1.05E+00
0.0822;0.0422;3.88E+00;1.05E+00
0.0823;0.0423;3.88E+00;1.05E+00
0.0824;0.0424;3.92E+00;1.07E+00
0.0825;0.0425;3.88E+00;1.05E+00
0.0826;0.0426;3.88E+00;1.05E+00
0.0827;0.0427;3.88E+00;1.05E+00
0.0828;0.0428;3.88E+00;1.05E+00
0.0829;0.0429;3.88E+00;1.05E+00
0.083;0.043;3.88E+00;1.05E+00
0.0831;0.0431;3.88E+00;1.05E+00
0.0832;0.0432;3.88E+00;1.05E+00
0.0833;0.0433;3.88E+00;1.05E+00
0.0834;0.0434;3.88E+00;1.05E+00
0.0835;0.0435;3.88E+00;1.05E+00
0.0836;0.0436;3.88E+00;1.05E+00
0.0837;0.0437;3.88E+00;1.05E+00
0.0838;0.0438;3.88E+00;1.05E+00
0.0839;0.0439;3.88E+00;1.05E+00
0.084;0.044;3.88E+00;1.05E+00
0.0841;0.0441;3.88E+00;1.05E+00
0.0842;0.0442;3.88E+00;1.05E+00
0.0843;0.0443;3.88E+00;1.05E+00
0.0844;0.0444;3.88E+00;1.05E+00
0.0845;0.0445;3.88E+00;1.05E+00
0.0846;0.0446;3.84E+00;1.04E+00
0.0847;0.0447;3.84E+00;1.04E+00
0.0848;0.0448;3.88E+00;1.05E+00
0.0849;0.0449;3.84E+00;1.04E+00
0.085;0.045;3.84E+00;1.04E+00
0.0851;0.0451;3.84E+00;1.04E+00
0.0852;0.0452;3.84E+00;1.04E+00
0.0853;0.0453;3.84E+00;1.04E+00
0.0854;0.0454;3.84E+00;1.04E+00
0.0855;0.0455;3.84E+00;1.04E+00
0.0856;0.0456;3.84E+00;1.04E+00
0.0857;0.0457;3.84E+00;1.04E+00
0.0858;0.0458;3.84E+00;1.04E+00
0.0859;0.0459;3.84E+00;1.04E+00
0.086;0.046;3.80E+00;1.03E+00
0.0861;0.0461;3.84E+00;1.04E+00
0.0862;0.0462;3.84E+00;1.04E+00
0.0863;0.0463;3.84E+00;1.04E+00
0.0864;0.0464;3.84E+00;1.04E+00
0.0865;0.0465;3.84E+00;1.04E+00
0.0866;0.0466;3.84E+00;1.04E+00
0.0867;0.0467;3.84E+00;1.04E+00
0.0868;0.0468;3.80E+00;1.03E+00
0.0869;0.0469;3.84E+00;1.04E+00
0.087;0.047;3.84E+00;1.04E+00
0.0871;0.0471;3.80E+00;1.03E+00
0.0872;0.0472;3.80E+00;1.03E+00
0.0873;0.0473;3.80E+00;1.03E+00
0.0874;0.0474;3.84E+00;1.04E+00
0.0875;0.0475;3.84E+00;1.04E+00
0.0876;0.0476;3.84E+00;1.04E+00
0.0877;0.0477;3.80E+00;1.03E+00
0.0878;0.0478;3.80E+00;1.03E+00
0.0879;0.0479;3.80E+00;1.03E+00
0.088;0.048;3.84E+00;1.04E+00
0.0881;0.0481;3.80E+00;1.03E+00
0.0882;0.0482;3.80E+00;1.03E+00
0.0883;0.0483;3.80E+00;1.03E+00
0.0884;0.0484;3.80E+00;1.03E+00
0.0885;0.0485;3.80E+00;1.03E+00
0.0886;0.0486;3.80E+00;1.03E+00
0.0887;0.0487;3.80E+00;1.03E+00
0.0888;0.0488;3.80E+00;1.03E+00
0.0889;0.0489;3.80E+00;1.03E+00
0.089;0.049;3.80E+00;1.03E+00
0.0891;0.0491;3.80E+00;1.03E+00
0.0892;0.0492;3.80E+00;1.03E+00
0.0893;0.0493;3.76E+00;1.02E+00
0.0894;0.0494;3.80E+00;1.03E+00
0.0895;0.0495;3.80E+00;1.03E+00
0.0896;0.0496;3.80E+00;1.03E+00
0.0897;0.0497;3.76E+00;1.02E+00
0.0898;0.0498;3.80E+00;1.03E+00
0.0899;0.0499;3.76E+00;1.02E+00
0.09;0.05;3.76E+00;1.02E+00
0.0901;0.0501;3.76E+00;1.02E+00
0.0902;0.0502;3.80E+00;1.03E+00
0.0903;0.0503;3.76E+00;1.02E+00
0.0904;0.0504;3.80E+00;1.03E+00
0.0905;0.0505;3.80E+00;1.03E+00
0.0906;0.0506;3.80E+00;1.03E+00
0.0907;0.0507;3.76E+00;1.02E+00
0.0908;0.0508;3.76E+00;1.02E+00
0.0909;0.0509;3.76E+00;1.02E+00
0.091;0.051;3.76E+00;1.02E+00
0.0911;0.0511;3.76E+00;1.02E+00
0.0912;0.0512;3.76E+00;1.02E+00
0.0913;0.0513;3.76E+00;1.02E+00
0.0914;0.0514;3.76E+00;1.02E+00
0.0915;0.0515;3.76E+00;1.02E+00
0.0916;0.0516;3.76E+00;1.02E+00
0.0917;0.0517;3.76E+00;1.02E+00
0.0918;0.0518;3.76E+00;1.02E+00
0.0919;0.0519;3.76E+00;1.02E+00
0.092;0.052;3.76E+00;1.02E+00
0.0921;0.0521;3.72E+00;1.01E+00
0.0922;0.0522;3.76E+00;1.02E+00
0.0923;0.0523;3.76E+00;1.02E+00
0.0924;0.0524;3.76E+00;1.02E+00
0.0925;0.0525;3.76E+00;1.02E+00
0.0926;0.0526;3.76E+00;1.02E+00
0.0927;0.0527;3.76E+00;1.02E+00
0.0928;0.0528;3.76E+00;1.02E+00
0.0929;0.0529;3.76E+00;1.02E+00
0.093;0.053;3.76E+00;1.02E+00
0.0931;0.0531;3.76E+00;1.02E+00
0.0932;0.0532;3.72E+00;1.01E+00
0.0933;0.0533;3.72E+00;1.01E+00
0.0934;0.0534;3.72E+00;1.01E+00
0.0935;0.0535;3.72E+00;1.01E+00
0.0936;0.0536;3.76E+00;1.02E+00
0.0937;0.0537;3.76E+00;1.02E+00
0.0938;0.0538;3.76E+00;1.02E+00
0.0939;0.0539;3.72E+00;1.01E+00
0.094;0.054;3.72E+00;1.01E+00
0.0941;0.0541;3.72E+00;1.01E+00
0.0942;0.0542;3.72E+00;1.01E+00
0.0943;0.0543;3.72E+00;1.01E+00
0.0944;0.0544;3.72E+00;1.01E+00
0.0945;0.0545;3.72E+00;1.01E+00
0.0946;0.0546;3.72E+00;1.01E+00
0.0947;0.0547;3.72E+00;1.01E+00
0.0948;0.0548;3.72E+00;1.01E+00
0.0949;0.0549;3.72E+00;1.01E+00
0.095;0.055;3.72E+00;1.01E+00
0.0951;0.0551;3.72E+00;1.01E+00
0.0952;0.0552;3.72E+00;1.01E+00
0.0953;0.0553;3.72E+00;1.01E+00
0.0954;0.0554;3.72E+00;1.01E+00
0.0955;0.0555;3.72E+00;1.01E+00
0.0956;0.0556;3.72E+00;1.01E+00
0.0957;0.0557;3.72E+00;1.01E+00
0.0958;0.0558;3.72E+00;1.01E+00
0.0959;0.0559;3.72E+00;1.01E+00
0.096;0.056;3.72E+00;1.01E+00
0.0961;0.0561;3.72E+00;1.01E+00
0.0962;0.0562;3.68E+00;1.00E+00
0.0963;0.0563;3.72E+00;1.01E+00
0.0964;0.0564;3.72E+00;1.01E+00
0.0965;0.0565;3.72E+00;1.01E+00
0.0966;0.0566;3.72E+00;1.01E+00
0.0967;0.0567;3.72E+00;1.01E+00
0.0968;0.0568;3.72E+00;1.01E+00
0.0969;0.0569;3.72E+00;1.01E+00
0.097;0.057;3.72E+00;1.01E+00
0.0971;0.0571;3.72E+00;1.01E+00
0.0972;0.0572;3.72E+00;1.01E+00
0.0973;0.0573;3.72E+00;1.01E+00
0.0974;0.0574;3.72E+00;1.01E+00
0.0975;0.0575;3.72E+00;1.01E+00
0.0976;0.0576;3.72E+00;1.01E+00
0.0977;0.0577;3.72E+00;1.01E+00
0.0978;0.0578;3.72E+00;1.01E+00
0.0979;0.0579;3.68E+00;1.00E+00
0.098;0.058;3.72E+00;1.01E+00
0.0981;0.0581;3.68E+00;1.00E+00
0.0982;0.0582;3.68E+00;1.00E+00
0.0983;0.0583;3.68E+00;1.00E+00
0.0984;0.0584;3.72E+00;1.01E+00
